Project,Sampling Unit Name,Protocol,Date,Start Time,End Time,Count,Spp,Common Name,Scientific Name,Detection Cue,Breeding Evidence,Visit Note,Observation Note,Researcher,Other Observers Count,Other Observers Names,Data Status
CHSS,HT2,WATERBIRD_COUNT,2022-07-22,16:01:00,16:12:00,4,WHIM,Whimbrel,Numenius phaeopus,,,,,"contreras, gabriela",4,"Daniela Dأ­az, Daniel Terأ،n, Felipe Godoy, Gabriela Contreras",AVAILABLE Level 5
CHSS,HT2,WATERBIRD_COUNT,2022-07-22,16:01:00,16:12:00,12,KEGU,Kelp Gull,Larus dominicanus,,,,,"contreras, gabriela",4,"Daniela Dأ­az, Daniel Terأ،n, Felipe Godoy, Gabriela Contreras",AVAILABLE Level 5
CHSS,HT2,WATERBIRD_COUNT,2022-07-22,16:01:00,16:12:00,1,NECO,Neotropic Cormorant,Nannopterum brasilianum,,,,,"contreras, gabriela",4,"Daniela Dأ­az, Daniel Terأ،n, Felipe Godoy, Gabriela Contreras",AVAILABLE Level 5
CHSS,HT2,WATERBIRD_COUNT,2022-07-22,16:01:00,16:12:00,2,RGCO,Red-gartered Coot,Fulica armillata,,,,,"contreras, gabriela",4,"Daniela Dأ­az, Daniel Terأ،n, Felipe Godoy, Gabriela Contreras",AVAILABLE Level 5
CHSS,HT3,WATERBIRD_COUNT,2022-07-22,15:43:00,15:57:00,1,CHFL,Chilean Flamingo,Phoenicopterus chilensis,,,,,"contreras, gabriela",4,"Daniela Dأ­az, Daniel Terأ،n, Felipe Godoy, Gabriela Contreras ",AVAILABLE Level 5
CHSS,HT3,WATERBIRD_COUNT,2022-07-22,15:43:00,15:57:00,1,NECO,Neotropic Cormorant,Nannopterum brasilianum,,,,,"contreras, gabriela",4,"Daniela Dأ­az, Daniel Terأ،n, Felipe Godoy, Gabriela Contreras ",AVAILABLE Level 5
CHSS,HT3,WATERBIRD_COUNT,2022-07-22,15:43:00,15:57:00,34,KEGU,Kelp Gull,Larus dominicanus,,,,,"contreras, gabriela",4,"Daniela Dأ­az, Daniel Terأ،n, Felipe Godoy, Gabriela Contreras ",AVAILABLE Level 5
CHSS,HT3,WATERBIRD_COUNT,2022-07-22,15:43:00,15:57:00,7,SOLA,Southern Lapwing,Vanellus chilensis,,,,,"contreras, gabriela",4,"Daniela Dأ­az, Daniel Terأ،n, Felipe Godoy, Gabriela Contreras ",AVAILABLE Level 5
CHSS,HT3,WATERBIRD_COUNT,2022-07-22,15:43:00,15:57:00,1,CHCA,Chimango Caracara,Daptrius chimango,,,,,"contreras, gabriela",4,"Daniela Dأ­az, Daniel Terأ،n, Felipe Godoy, Gabriela Contreras ",AVAILABLE Level 5
CHSS,HT3,WATERBIRD_COUNT,2022-07-22,15:43:00,15:57:00,3,AMOY,American Oystercatcher,Haematopus palliatus,,,,,"contreras, gabriela",4,"Daniela Dأ­az, Daniel Terأ،n, Felipe Godoy, Gabriela Contreras ",AVAILABLE Level 5
CHSS,HT3,WATERBIRD_COUNT,2022-07-22,15:43:00,15:57:00,1,RIKI,Ringed Kingfisher,Megaceryle torquata,,,,,"contreras, gabriela",4,"Daniela Dأ­az, Daniel Terأ،n, Felipe Godoy, Gabriela Contreras ",AVAILABLE Level 5
CHSS,HT3,WATERBIRD_COUNT,2022-07-22,15:43:00,15:57:00,1,WHIM,Whimbrel,Numenius phaeopus,,,,,"contreras, gabriela",4,"Daniela Dأ­az, Daniel Terأ،n, Felipe Godoy, Gabriela Contreras ",AVAILABLE Level 5
CHSS,HT3,WATERBIRD_COUNT,2022-07-22,15:43:00,15:57:00,1,BNSW,Black-necked Swan,Cygnus melancoryphus,,,,,"contreras, gabriela",4,"Daniela Dأ­az, Daniel Terأ،n, Felipe Godoy, Gabriela Contreras ",AVAILABLE Level 5
CHSS,HT4,WATERBIRD_COUNT,2022-07-22,15:20:00,15:36:00,13,SOLA,Southern Lapwing,Vanellus chilensis,,,,,"contreras, gabriela",4,"Daniela Dأ­az, Daniel Terأ،n, Felipe Godoy, Gabriela Contreras ",AVAILABLE Level 5
CHSS,HT4,WATERBIRD_COUNT,2022-07-22,15:20:00,15:36:00,36,KEGU,Kelp Gull,Larus dominicanus,,,,,"contreras, gabriela",4,"Daniela Dأ­az, Daniel Terأ،n, Felipe Godoy, Gabriela Contreras ",AVAILABLE Level 5
CHSS,HT4,WATERBIRD_COUNT,2022-07-22,15:20:00,15:36:00,160,CHWI,Chiloe Wigeon,Mareca sibilatrix,,,,,"contreras, gabriela",4,"Daniela Dأ­az, Daniel Terأ،n, Felipe Godoy, Gabriela Contreras ",AVAILABLE Level 5
CHSS,HT4,WATERBIRD_COUNT,2022-07-22,15:20:00,15:36:00,2,WHIM,Whimbrel,Numenius phaeopus,,,,,"contreras, gabriela",4,"Daniela Dأ­az, Daniel Terأ،n, Felipe Godoy, Gabriela Contreras ",AVAILABLE Level 5
CHSS,HT4,WATERBIRD_COUNT,2022-07-22,15:20:00,15:36:00,4,YBPI,Yellow-billed Pintail,Anas georgica,,,,,"contreras, gabriela",4,"Daniela Dأ­az, Daniel Terأ،n, Felipe Godoy, Gabriela Contreras ",AVAILABLE Level 5
CHSS,HT4,WATERBIRD_COUNT,2022-07-22,15:20:00,15:36:00,7,BNST,Black-necked Stilt,Himantopus mexicanus,,,,,"contreras, gabriela",4,"Daniela Dأ­az, Daniel Terأ،n, Felipe Godoy, Gabriela Contreras ",AVAILABLE Level 5
CHSS,HT4,WATERBIRD_COUNT,2022-07-22,15:20:00,15:36:00,2,CHCA,Chimango Caracara,Daptrius chimango,,,,,"contreras, gabriela",4,"Daniela Dأ­az, Daniel Terأ،n, Felipe Godoy, Gabriela Contreras ",AVAILABLE Level 5
CHSS,CHARCA1,WATERBIRD_COUNT,2022-07-26,09:48:00,10:11:00,2,SOLA,Southern Lapwing,Vanellus chilensis,,,Llano costero con charcas estacionales,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,CHARCA1,WATERBIRD_COUNT,2022-07-26,09:48:00,10:11:00,25,THIR,Least Seedsnipe,Thinocorus rumicivorus,,,Llano costero con charcas estacionales,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,CHARCA2,WATERBIRD_COUNT,2022-07-26,08:51:00,09:31:00,18,YBPI,Yellow-billed Pintail,Anas georgica,,,Llano costero con charcas estacionales,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,CHARCA2,WATERBIRD_COUNT,2022-07-26,08:51:00,09:31:00,1,SOLA,Southern Lapwing,Vanellus chilensis,,,Llano costero con charcas estacionales,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,CHARCA2,WATERBIRD_COUNT,2022-07-26,08:51:00,09:31:00,4,TBPL,Two-banded Plover,Charadrius falklandicus,,,Llano costero con charcas estacionales,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,CHARCA2,WATERBIRD_COUNT,2022-07-26,08:51:00,09:31:00,6,RCDO,Rufous-chested Dotterel,Charadrius modestus,,,Llano costero con charcas estacionales,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,CHARCA2,WATERBIRD_COUNT,2022-07-26,08:51:00,09:31:00,35,THIR,Least Seedsnipe,Thinocorus rumicivorus,,,Llano costero con charcas estacionales,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,CHARCA2,WATERBIRD_COUNT,2022-07-26,08:51:00,09:31:00,1,BWCI,Buff-winged Cinclodes,Cinclodes fuscus,,,Llano costero con charcas estacionales,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,CHARCA2,WATERBIRD_COUNT,2022-07-26,08:51:00,09:31:00,1,AUNE,Austral Negrito,Lessonia rufa,,,Llano costero con charcas estacionales,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE1,WATERBIRD_COUNT,2022-07-26,13:34:00,13:44:00,7,AMOY,American Oystercatcher,Haematopus palliatus,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE1,WATERBIRD_COUNT,2022-07-26,13:34:00,13:44:00,1,COPL,Collared Plover,Charadrius collaris,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE1,WATERBIRD_COUNT,2022-07-26,13:34:00,13:44:00,7,SNPL,Snowy Plover,Charadrius nivosus,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE1,WATERBIRD_COUNT,2022-07-26,13:34:00,13:44:00,1,WHIM,Whimbrel,Numenius phaeopus,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE1,WATERBIRD_COUNT,2022-07-26,13:34:00,13:44:00,2,RUTU,Ruddy Turnstone,Arenaria interpres,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE1,WATERBIRD_COUNT,2022-07-26,13:34:00,13:44:00,2,KEGU,Kelp Gull,Larus dominicanus,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE1,WATERBIRD_COUNT,2022-07-26,13:34:00,13:44:00,15,NECO,Neotropic Cormorant,Nannopterum brasilianum,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE1,WATERBIRD_COUNT,2022-07-26,13:34:00,13:44:00,1,AUNE,Austral Negrito,Lessonia rufa,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE2,WATERBIRD_COUNT,2022-07-26,12:59:00,13:31:00,4,AMOY,American Oystercatcher,Haematopus palliatus,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE2,WATERBIRD_COUNT,2022-07-26,12:59:00,13:31:00,7,COPL,Collared Plover,Charadrius collaris,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE2,WATERBIRD_COUNT,2022-07-26,12:59:00,13:31:00,30,TBPL,Two-banded Plover,Charadrius falklandicus,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE2,WATERBIRD_COUNT,2022-07-26,12:59:00,13:31:00,34,SNPL,Snowy Plover,Charadrius nivosus,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE2,WATERBIRD_COUNT,2022-07-26,12:59:00,13:31:00,4,SEPL,Semipalmated Plover,Charadrius semipalmatus,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE2,WATERBIRD_COUNT,2022-07-26,12:59:00,13:31:00,8,RCDO,Rufous-chested Dotterel,Charadrius modestus,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE2,WATERBIRD_COUNT,2022-07-26,12:59:00,13:31:00,47,SAND,Sanderling,Calidris alba,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE2,WATERBIRD_COUNT,2022-07-26,12:59:00,13:31:00,2,KEGU,Kelp Gull,Larus dominicanus,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE2,WATERBIRD_COUNT,2022-07-26,12:59:00,13:31:00,2,SCTE,Snowy-crowned Tern,Sterna trudeaui,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE2,WATERBIRD_COUNT,2022-07-26,12:59:00,13:31:00,2,BNIB,Buff-necked Ibis,Theristicus caudatus,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE3,WATERBIRD_COUNT,2022-07-26,12:33:00,12:56:00,9,AMOY,American Oystercatcher,Haematopus palliatus,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE3,WATERBIRD_COUNT,2022-07-26,12:33:00,12:56:00,3,COPL,Collared Plover,Charadrius collaris,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE3,WATERBIRD_COUNT,2022-07-26,12:33:00,12:56:00,2,WHIM,Whimbrel,Numenius phaeopus,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE3,WATERBIRD_COUNT,2022-07-26,12:33:00,12:56:00,5,RUTU,Ruddy Turnstone,Arenaria interpres,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE3,WATERBIRD_COUNT,2022-07-26,12:33:00,12:56:00,9,SAND,Sanderling,Calidris alba,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE3,WATERBIRD_COUNT,2022-07-26,12:33:00,12:56:00,5,KEGU,Kelp Gull,Larus dominicanus,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE3,WATERBIRD_COUNT,2022-07-26,12:33:00,12:56:00,2,AUNE,Austral Negrito,Lessonia rufa,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE4,WATERBIRD_COUNT,2022-07-26,12:14:00,12:30:00,6,AMOY,American Oystercatcher,Haematopus palliatus,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE4,WATERBIRD_COUNT,2022-07-26,12:14:00,12:30:00,50,KEGU,Kelp Gull,Larus dominicanus,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE4,WATERBIRD_COUNT,2022-07-26,12:14:00,12:30:00,1,AUNE,Austral Negrito,Lessonia rufa,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE4,WATERBIRD_COUNT,2022-07-26,12:14:00,12:30:00,1,GRGU,Gray Gull,Leucophaeus modestus,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE5,WATERBIRD_COUNT,2022-07-26,12:02:00,12:10:00,6,AMOY,American Oystercatcher,Haematopus palliatus,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE5,WATERBIRD_COUNT,2022-07-26,12:02:00,12:10:00,2,WHIM,Whimbrel,Numenius phaeopus,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE5,WATERBIRD_COUNT,2022-07-26,12:02:00,12:10:00,3,AUNE,Austral Negrito,Lessonia rufa,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE6,WATERBIRD_COUNT,2022-07-26,11:50:00,11:58:00,6,AMOY,American Oystercatcher,Haematopus palliatus,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE6,WATERBIRD_COUNT,2022-07-26,11:50:00,11:58:00,1,WHIM,Whimbrel,Numenius phaeopus,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE6,WATERBIRD_COUNT,2022-07-26,11:50:00,11:58:00,2,KEGU,Kelp Gull,Larus dominicanus,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE6,WATERBIRD_COUNT,2022-07-26,11:50:00,11:58:00,1,AUNE,Austral Negrito,Lessonia rufa,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE7,WATERBIRD_COUNT,2022-07-26,15:00:00,15:10:00,7,BNST,Black-necked Stilt,Himantopus mexicanus,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE7,WATERBIRD_COUNT,2022-07-26,15:00:00,15:10:00,7,SOLA,Southern Lapwing,Vanellus chilensis,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE7,WATERBIRD_COUNT,2022-07-26,15:00:00,15:10:00,1,RCDO,Rufous-chested Dotterel,Charadrius modestus,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE7,WATERBIRD_COUNT,2022-07-26,15:00:00,15:10:00,1,WHIM,Whimbrel,Numenius phaeopus,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE7,WATERBIRD_COUNT,2022-07-26,15:00:00,15:10:00,2,RUTU,Ruddy Turnstone,Arenaria interpres,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE7,WATERBIRD_COUNT,2022-07-26,15:00:00,15:10:00,8,SASN,South American Snipe,Gallinago paraguaiae,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE8,WATERBIRD_COUNT,2022-07-26,14:23:00,14:31:00,16,BNST,Black-necked Stilt,Himantopus mexicanus,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE8,WATERBIRD_COUNT,2022-07-26,14:23:00,14:31:00,4,SOLA,Southern Lapwing,Vanellus chilensis,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE8,WATERBIRD_COUNT,2022-07-26,14:23:00,14:31:00,14,TBPL,Two-banded Plover,Charadrius falklandicus,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE8,WATERBIRD_COUNT,2022-07-26,14:23:00,14:31:00,35,RCDO,Rufous-chested Dotterel,Charadrius modestus,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE8,WATERBIRD_COUNT,2022-07-26,14:23:00,14:31:00,1,WHIM,Whimbrel,Numenius phaeopus,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE8,WATERBIRD_COUNT,2022-07-26,14:23:00,14:31:00,1,GRYE,Greater Yellowlegs,Tringa melanoleuca,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE8,WATERBIRD_COUNT,2022-07-26,14:23:00,14:31:00,1,SAND,Sanderling,Calidris alba,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,HUENTE8,WATERBIRD_COUNT,2022-07-26,14:23:00,14:31:00,1,HUGO,Hudsonian Godwit,Limosa haemastica,,,,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,LLANOS1,WATERBIRD_COUNT,2022-07-26,10:23:00,10:36:00,6,TTDO,Tawny-throated Dotterel,Oreopholus ruficollis,,,Llano costero con charcas estacionales,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,LLANOS1,WATERBIRD_COUNT,2022-07-26,10:23:00,10:36:00,1,THIR,Least Seedsnipe,Thinocorus rumicivorus,,,Llano costero con charcas estacionales,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,LLANOS2,WATERBIRD_COUNT,2022-07-26,10:37:00,10:50:00,1,AMKE,American Kestrel,Falco sparverius,,,Llano costero con charcas estacionales,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,LLANOS3,WATERBIRD_COUNT,2022-07-26,10:52:00,10:57:00,0,---,----,----,,,Llano costero con charcas estacionales,,,2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,LLANOS4,WATERBIRD_COUNT,2022-07-26,10:59:00,11:08:00,1,THIR,Least Seedsnipe,Thinocorus rumicivorus,,,Llano costero con charcas estacionales,,"Pinones, Cesar",2,"Veliz, Luz; Olivares, Abraham",AVAILABLE Level 5
CHSS,MANTA1,WATERBIRD_COUNT,2023-01-25,08:09:00,08:17:00,1,LEYE,Lesser Yellowlegs,Tringa flavipes,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA1,WATERBIRD_COUNT,2023-01-25,08:09:00,08:17:00,1,HASH,Harris's Hawk,Parabuteo unicinctus,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA1,WATERBIRD_COUNT,2023-01-25,08:09:00,08:17:00,1,WLRU,Wren-like Rushbird,Phleocryptes melanops,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA1,WATERBIRD_COUNT,2023-01-25,08:09:00,08:17:00,1,HOWR,House Wren,Troglodytes aedon,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA10,WATERBIRD_COUNT,2023-01-25,10:14:00,10:20:00,1,AMOY,American Oystercatcher,Haematopus palliatus,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA10,WATERBIRD_COUNT,2023-01-25,10:14:00,10:20:00,7,WHIM,Whimbrel,Numenius phaeopus,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA10,WATERBIRD_COUNT,2023-01-25,10:14:00,10:20:00,3,GRGU,Gray Gull,Leucophaeus modestus,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA10,WATERBIRD_COUNT,2023-01-25,10:14:00,10:20:00,4,FRGU,Franklin's Gull,Leucophaeus pipixcan,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA10,WATERBIRD_COUNT,2023-01-25,10:14:00,10:20:00,96,KEGU,Kelp Gull,Larus dominicanus,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA10,WATERBIRD_COUNT,2023-01-25,10:14:00,10:20:00,16,CHCA,Chimango Caracara,Daptrius chimango,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA11,WATERBIRD_COUNT,2023-01-25,10:24:00,10:26:00,8,LADU,Lake Duck,Oxyura vittata,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA11,WATERBIRD_COUNT,2023-01-25,10:24:00,10:26:00,1,RGCO,Red-gartered Coot,Fulica armillata,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA12,WATERBIRD_COUNT,2023-01-25,10:30:00,10:31:00,0,---,----,----,,,,,,1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA13,WATERBIRD_COUNT,2023-01-25,10:35:00,10:40:00,32,CHWI,Chiloe Wigeon,Mareca sibilatrix,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA13,WATERBIRD_COUNT,2023-01-25,10:35:00,10:40:00,40,YBPI,Yellow-billed Pintail,Anas georgica,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA13,WATERBIRD_COUNT,2023-01-25,10:35:00,10:40:00,130,BNST,Black-necked Stilt,Himantopus mexicanus,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA13,WATERBIRD_COUNT,2023-01-25,10:35:00,10:40:00,2,WHIM,Whimbrel,Numenius phaeopus,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA13,WATERBIRD_COUNT,2023-01-25,10:35:00,10:40:00,1,LEYE,Lesser Yellowlegs,Tringa flavipes,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA14,WATERBIRD_COUNT,2023-01-25,10:45:00,10:49:00,0,---,----,----,,,,,,1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA15,WATERBIRD_COUNT,2023-01-25,10:49:00,10:53:00,2,CHWI,Chiloe Wigeon,Mareca sibilatrix,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA15,WATERBIRD_COUNT,2023-01-25,10:49:00,10:53:00,4,YBPI,Yellow-billed Pintail,Anas georgica,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA15,WATERBIRD_COUNT,2023-01-25,10:49:00,10:53:00,3,LADU,Lake Duck,Oxyura vittata,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA15,WATERBIRD_COUNT,2023-01-25,10:49:00,10:53:00,1,WTGR,White-tufted Grebe,Rollandia rolland,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA15,WATERBIRD_COUNT,2023-01-25,10:49:00,10:53:00,2,RGCO,Red-gartered Coot,Fulica armillata,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA15,WATERBIRD_COUNT,2023-01-25,10:49:00,10:53:00,4,BNST,Black-necked Stilt,Himantopus mexicanus,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA15,WATERBIRD_COUNT,2023-01-25,10:49:00,10:53:00,1,AMOY,American Oystercatcher,Haematopus palliatus,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA15,WATERBIRD_COUNT,2023-01-25,10:49:00,10:53:00,2,SOLA,Southern Lapwing,Vanellus chilensis,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA15,WATERBIRD_COUNT,2023-01-25,10:49:00,10:53:00,3,WHIM,Whimbrel,Numenius phaeopus,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA15,WATERBIRD_COUNT,2023-01-25,10:49:00,10:53:00,1,GRYE,Greater Yellowlegs,Tringa melanoleuca,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA15,WATERBIRD_COUNT,2023-01-25,10:49:00,10:53:00,1,LEYE,Lesser Yellowlegs,Tringa flavipes,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA2,WATERBIRD_COUNT,2023-01-25,08:21:00,08:29:00,3,RESH,Red Shoveler,Spatula platalea,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
